file,segment,dhash
seg-1786801636437-av_001.jpg,seg-1786801636437-av,160280160564081375
seg-1786804235272-av_028.jpg,seg-1786804235272-av,10652107901650535219
seg-1786804355436-av_021.jpg,seg-1786804355436-av,9730989217982644995
seg-1786804415523-av_003.jpg,seg-1786804415523-av,9657525387396187453
seg-1786805977732-av_011.jpg,seg-1786805977732-av,16701537437394689465
seg-1786805977732-av_013.jpg,seg-1786805977732-av,17578061243744317680
seg-1786806278120-av_004.jpg,seg-1786806278120-av,5719322543430372677
seg-1786806698742-av_016.jpg,seg-1786806698742-av,2825891795106596197
seg-1786806698742-av_017.jpg,seg-1786806698742-av,1017422762279177229
seg-1786806818914-av_015.jpg,seg-1786806818914-av,508404000002838415
seg-1786806818914-av_022.jpg,seg-1786806818914-av,8753160913407258929
seg-1786807660104-av_001.jpg,seg-1786807660104-av,18446741874686296063
seg-1786808020611-v_025.jpg,seg-1786808020611-v,1088629312490180100
seg-1786809222281-av_001.jpg,seg-1786809222281-av,15049038657122531576
seg-1786809522736-av_013.jpg,seg-1786809522736-av,12752167525080938648
seg-1786809763082-av_022.jpg,seg-1786809763082-av,2822396920533034791
seg-1786809763082-av_024.jpg,seg-1786809763082-av,507511611302285071
seg-1786810904385-av_023.jpg,seg-1786810904385-av,434323616232806119
seg-1786811986036-av_001.jpg,seg-1786811986036-av,16058977496569151230
seg-1786900072899-av_023.jpg,seg-1786900072899-av,16601434416423295691
seg-1786901215621-av_030.jpg,seg-1786901215621-av,15912594675715566318
seg-1786901275755-av_003.jpg,seg-1786901275755-av,11248967519673526831
seg-1786901275755-av_004.jpg,seg-1786901275755-av,4338132113202883119
seg-1786902117861-av_013.jpg,seg-1786902117861-av,17034307745759934159
seg-1786902117861-av_014.jpg,seg-1786902117861-av,15876632948901719471
seg-1786920103698-av_001.jpg,seg-1786920103698-av,9494506122340675375
seg-1786920284170-av_001.jpg,seg-1786920284170-av,10146865583638457413
seg-1786920284170-av_016.jpg,seg-1786920284170-av,11047550582446893634
seg-1786954340579-av_002.jpg,seg-1786954340579-av,10134370801689463691
seg-1786954400777-av_001.jpg,seg-1786954400777-av,17325400752173783995
seg-1786954460958-av_004.jpg,seg-1786954460958-av,14718981965019241114
seg-1786954942326-av_006.jpg,seg-1786954942326-av,15885397121594476494
seg-1786955062780-av_029.jpg,seg-1786955062780-av,6653052552639814154
seg-1786955363728-av_007.jpg,seg-1786955363728-av,15894580517377047130
seg-1786955664592-av_002.jpg,seg-1786955664592-av,10125433936002325146
seg-1786955845082-av_026.jpg,seg-1786955845082-av,10125363566930728782
seg-1786955905267-av_013.jpg,seg-1786955905267-av,15587064415896906667
seg-1786956025611-av_012.jpg,seg-1786956025611-av,6653061900443093711
seg-1786956025611-av_025.jpg,seg-1786956025611-av,14178470774838934175
seg-1786957349768-av_009.jpg,seg-1786957349768-av,15876424660639320762
seg-1786957770964-av_026.jpg,seg-1786957770964-av,15880910633384581786
seg-1786957891327-av_030.jpg,seg-1786957891327-av,2023281734753758122
seg-1786958011674-av_029.jpg,seg-1786958011674-av,15878601814089313948
seg-1786959576565-av_011.jpg,seg-1786959576565-av,11284917017852271134
seg-1786960058033-av_010.jpg,seg-1786960058033-av,15876398237931588828
seg-1786960118220-av_027.jpg,seg-1786960118220-av,15883109691067739820
seg-1786960479364-av_014.jpg,seg-1786960479364-av,15874087622433099724
seg-1786960539546-av_002.jpg,seg-1786960539546-av,6637221898248540140
seg-1786961261847-av_021.jpg,seg-1786961261847-av,6664329523131862348
seg-1786961382221-av_004.jpg,seg-1786961382221-av,15878641997035900301
seg-1786961683193-av_013.jpg,seg-1786961683193-av,6653105397723597208
seg-1786963368348-av_021.jpg,seg-1786963368348-av,2043627404794826189
seg-1786965173955-av_004.jpg,seg-1786965173955-av,16168029198398566897
seg-1786965535152-av_009.jpg,seg-1786965535152-av,15874084898014539199
seg-1786966257331-av_008.jpg,seg-1786966257331-av,11285075277728189705
seg-1786966738772-av_013.jpg,seg-1786966738772-av,11280642233670842651
seg-1786969146480-av_005.jpg,seg-1786969146480-av,15883074435625290639
seg-1786969627946-av_010.jpg,seg-1786969627946-av,15877546179645704078
seg-1786969808498-av_005.jpg,seg-1786969808498-av,15880928191005071389
seg-1786970711344-av_020.jpg,seg-1786970711344-av,15896761190929963676
seg-1786971794714-av_011.jpg,seg-1786971794714-av,17469568527094287516
seg-1786971915070-av_016.jpg,seg-1786971915070-av,865821478352328764
seg-1786971915070-av_027.jpg,seg-1786971915070-av,15885573250280613221
seg-1786971975259-av_009.jpg,seg-1786971975259-av,2030107536021793900
seg-1786972396631-av_021.jpg,seg-1786972396631-av,15875298794490086821
seg-1786972456822-av_017.jpg,seg-1786972456822-av,11298586454232173772
seg-1786972516995-av_013.jpg,seg-1786972516995-av,2023281871992690084
seg-1786972577277-av_010.jpg,seg-1786972577277-av,14718964578665024459
seg-1786972577277-av_029.jpg,seg-1786972577277-av,14177579986964437706
seg-1786972697626-av_013.jpg,seg-1786972697626-av,8822675574334471870
seg-1786972697626-av_014.jpg,seg-1786972697626-av,17325471670675222576
seg-1786972817990-av_022.jpg,seg-1786972817990-av,2032359905530537910
seg-1786972878172-av_017.jpg,seg-1786972878172-av,2023352719751520054
seg-1786972938354-av_011.jpg,seg-1786972938354-av,15876424609234602630
seg-1786972938354-av_015.jpg,seg-1786972938354-av,870483564561613795
seg-1786972998485-av_001.jpg,seg-1786972998485-av,15877563719990175398
seg-1786973118914-av_013.jpg,seg-1786973118914-av,15882551121880984459
seg-1786973179093-av_021.jpg,seg-1786973179093-av,16028098978018869019
seg-1786973179093-av_025.jpg,seg-1786973179093-av,723399537922329486
seg-1786973239276-av_003.jpg,seg-1786973239276-av,11538226695052495020
